date,open,high,low,close,adj_close,volume
2022-08-10,117.7300,118.9100,116.7300,117.1200,101.3607,14665300
2022-08-11,116.8700,117.0600,114.0900,114.3900,98.9980,20663800
2022-08-12,115.1000,115.5700,114.4300,115.5500,100.0019,12178400
2022-08-15,116.3300,116.7500,115.4500,115.4500,99.9154,9031800
2022-08-16,115.2500,116.0200,114.2400,115.9300,100.3308,11066000
2022-08-17,115.0600,115.1000,114.3100,114.7200,99.2836,14131300
2022-08-18,114.9700,115.6400,114.5900,114.8900,99.4307,10738200
2022-08-19,113.2300,113.3400,112.7400,113.0400,97.8297,16330900
2022-08-22,112.8600,112.9600,112.1300,112.6600,97.5008,10457200
2022-08-23,112.1900,113.4800,111.7400,112.0400,96.9642,17813200
2022-08-24,111.4900,111.8700,110.8600,111.2200,96.2545,13971600
2022-08-25,111.3200,113.0900,110.9900,112.7700,97.5960,21429700
2022-08-26,112.3000,113.9900,112.0100,113.6200,98.3316,18764400
2022-08-29,112.9400,113.0100,112.1300,112.6800,97.5181,14278300
2022-08-30,112.6200,113.5100,112.2100,112.9600,97.7605,14346600
2022-08-31,112.6900,113.3400,111.5800,111.8800,96.8258,13623500
2022-09-01,109.8700,110.2500,108.9400,109.6000,95.0531,22490400
2022-09-02,109.6800,110.5600,109.4700,110.2200,95.5908,13024400
2022-09-06,108.9000,108.9700,107.4200,107.4900,93.2231,24648500
2022-09-07,108.3200,109.4800,108.2100,109.1900,94.6975,17050100
2022-09-08,108.8400,109.5200,108.0500,108.0700,93.7261,14671400
2022-09-09,108.3300,108.8000,107.6300,108.3100,93.9343,12529800
2022-09-12,108.6300,108.8900,106.9200,107.4200,93.1624,14806900
2022-09-13,106.5600,107.7400,106.2400,107.6700,93.3792,22158900
2022-09-14,107.3400,108.2100,107.1200,108.0400,93.7001,13077800
2022-09-15,107.8500,108.1900,107.5800,107.9700,93.6394,10260200
2022-09-16,107.0300,108.0500,106.7700,107.0700,92.8588,18903800
2022-09-19,106.9600,107.8200,106.8000,107.3200,93.0756,11084400
2022-09-20,105.6900,106.8400,105.4000,106.2500,92.1477,20133800
2022-09-21,106.7000,108.0400,105.9700,108.0300,93.6914,23132900
2022-09-22,105.7900,105.9600,104.7300,105.2700,91.2978,29030600
2022-09-23,105.3400,106.4300,104.5600,105.7000,91.6707,23042200
2022-09-26,105.3600,105.4100,103.2200,103.6800,89.9188,25104600
2022-09-27,102.7100,102.9800,100.9000,100.9500,87.5511,34609500
2022-09-28,103.1300,104.4500,102.4800,104.3300,90.4825,39283100
2022-09-29,102.9000,104.2300,102.8000,103.7900,90.0142,19127100
2022-09-30,104.2700,104.8600,102.2300,102.4500,88.8520,26485700
2022-10-03,103.8500,104.6800,103.1500,103.8300,90.2639,27192200
2022-10-04,104.1500,104.6500,103.3000,103.5400,90.0118,13788700
2022-10-05,102.7300,102.8400,101.5800,102.5500,89.1511,20522100
2022-10-06,102.5900,102.8400,101.5300,101.9800,88.6556,13965700
2022-10-07,100.8100,101.6200,100.4700,100.9900,87.7949,14814800
2022-10-10,100.5000,100.5100,98.8000,99.4200,86.4301,15652600
2022-10-11,99.7400,100.9000,98.9900,99.8600,86.8126,33246700
2022-10-12,99.2800,100.5400,99.1900,100.3500,87.2385,21447600
2022-10-13,98.3600,100.3800,98.3400,99.3900,86.4040,30292500
2022-10-14,100.1900,100.1900,98.2500,98.5700,85.6911,18728200
2022-10-17,99.2900,99.6600,97.9400,98.0900,85.2738,18969900
2022-10-18,97.9500,98.4600,96.8700,98.3200,85.4738,16931500
2022-10-19,97.1900,97.4200,96.3200,96.5300,83.9176,25431600
2022-10-20,95.9300,96.3300,94.7400,94.8800,82.4832,25434900
2022-10-21,93.0200,93.9300,92.2600,93.1700,80.9967,46280300
2022-10-24,92.8200,93.5500,91.8500,92.4000,80.3273,31332600
2022-10-25,94.5800,95.2300,94.4400,95.0900,82.6658,31213100
2022-10-26,95.7700,96.6900,95.7700,96.4600,83.8568,24843900
2022-10-27,96.9800,97.9000,96.2200,97.4700,84.7348,20270000
2022-10-28,96.8600,97.6300,96.4100,96.8000,84.1524,22244100
2022-10-31,96.3600,96.6200,95.0300,96.1100,83.5525,23956700
2022-11-01,97.3800,97.4200,96.2100,96.7700,84.3334,17585100
2022-11-02,96.9100,97.6300,95.9600,96.3500,83.9674,25010500
2022-11-03,95.1700,96.3800,95.0900,95.8300,83.5142,29097500
2022-11-04,95.1000,95.6600,94.2200,94.2200,82.1111,23561400
2022-11-07,94.8000,94.8600,93.2400,93.2800,81.2919,14522800
2022-11-08,93.8000,94.9600,93.7700,94.3000,82.1808,20360600
2022-11-09,93.8200,95.0200,93.6900,94.6100,82.4510,15637500
2022-11-10,96.7300,98.4300,96.6400,98.2500,85.6232,45380900
2022-11-11,97.5700,98.3700,97.5400,97.8900,85.3094,15943100
2022-11-14,97.9100,97.9900,97.0900,97.6500,85.1003,13741100
2022-11-15,98.2500,99.3000,98.1100,99.2300,86.4772,26608200
2022-11-16,100.0200,101.4500,99.7400,101.4000,88.3683,28507700
2022-11-17,100.2000,100.5700,99.7800,100.3300,87.4359,24528900
2022-11-18,100.6000,100.8900,99.5500,99.6400,86.8345,14941300
2022-11-21,100.6900,100.8200,99.8000,100.0600,87.2006,15534000
2022-11-22,100.6500,101.6200,100.5300,101.4800,88.4381,18103100
2022-11-23,102.1400,103.2500,102.0800,103.2500,89.9806,23234600
2022-11-25,102.6100,102.9300,102.4300,102.9000,89.6756,9486100
2022-11-28,103.6100,103.8100,102.6900,103.1900,89.9283,14563200
2022-11-29,102.1500,102.9600,101.9100,101.9800,88.8738,16576400
2022-11-30,101.6200,102.7300,101.3700,102.7300,89.5274,21581700
2022-12-01,103.1500,105.8100,103.1000,105.7600,92.3874,53156800
2022-12-02,105.3000,107.1000,104.6100,107.0900,93.5493,24479500
2022-12-05,105.8400,105.9900,104.9000,105.5900,92.2389,20159700
2022-12-06,106.5000,107.3900,106.1900,106.9500,93.4270,21754500
